default_header,review_body,label
5630001,"I am one of those who firmly believes that Melville's non-fiction is superior to his fiction. &quot;Typee&quot; and &quot;Omoo&quot; are more to my taste. &quot;Moby Dick&quot; contains any number of memorable characters, scenes and philosohpical speculations, but, unconfined by the autobiographical incidents that formed his early work, Melville's mind and his syntax here ramble all over the place. It's interesting to note that this novel was resurrected from obscurity by Hollywood in the 1920's when it was adapted as a vehicle for John Barrymore.",0
5640001,My wife had been looking for this book for some time and was more than pleased to receive it as a Christmas present. It has been out of stock in local brick and mortar stores for several months. It arrived on time and as expected.,1
5650001,"I rarely read mysteries but I'd heard so much about the shocking ending of &quot;Shutter Island&quot; I just had to see what the fuss was all about.This book is definitely a page turner and it is very well-written. I have to admit, I was engrossed. Now, about that shocking ending: I was pretty sure I knew what it was all about before I was even one-third of the way through the book and, I was right. This didn't spoil my enjoyment of the book, though. Shutter Island is a very quick read and I don't think anyone could complain that they've wasted their time with this one.Those who don't guess the book's ending will probably be very surprised. I felt more than a little manipulated by it but I'll say this: Lahane plays fair. There are clues aplenty strewn all through the book. The reader only has to fit the pieces into the puzzle and it's really not difficult to do at all.&quot;Shutter Island&quot; is by no means great literature and it sure didn't convert me into a lover of mysteries but it is a darn good read and one that will keep some readers biting their nails until the very last page.",1
5660001,The book was a little slow being delivered but no problems! It also came in better condition than I was expecting! (:,1
5670001,"A 30 years old classic book that still works, because the story is one that we can easily get into (You don't need to know about ancient history for example). The story of Jonathan is one we all can get attached to and we can learn from.Unlike other books of this kind (You know, learn more from yourself, self-betterment and all that) like &quot;The knight in rusty armor&quot;, the book doesn't seem like a disguised &quot;Learn to love youself&quot; book, it is a nice story, and it is left up to the reader to pick up what he wants. And by the way, I am in no way fan of the &quot;Self-betterment&quot; books, I actually don't find them interesting, but this book was WAY different....that above was comming from a 16 year old :) , have fun reading!",1
5680001,It was a little slow going at the beginning but I loved it! Definitely a must read for a Tolkien fan.,1
5690001,"You have less than 500 pages to make some sense of the self destruction of Europe between 1914 and 1918. Where do you start? Where do you finish? How do you keep it all in perspective?Most of my reading around the Great War has been about particular and quite detailed parts - Ypers, the Somme, the German High Seas Fleet, Galipoli. The authors try to make sense of the bit upon which they are concentrating. The other parts are understandably ignored.Keegan trys to make sense of the lot and to tie it all up:- Why were the battles of the Western Front doomed to stalemate and attrittion?- Why did Lloyd George persist with Haig?- Why did the West support the White Russians when the Bolshevics were anti-German?- Why did an Indian Army regiment muntiny in Singapore in 1915?- Why, given the rates of attrition, did the war end in 1918?- Why was the Great War a prelude to the Second World War?Along with the big picture comes limited and pithy fine detail. Enough to give a flavour and to make the point.My main criticism is in the prose style. Long, multi clause sentences are not easy to read and are, in general, unnecessary. Perhaps a better editor is required for the next book.I must commend the bibleography to those who want more about any of the subject matter of the book.If you want a book to put it all in context or if you want the broad overview I recommend this one.",1
5700001,"""Maximum Energy"" is a good book in a number of ways although it does have a few shortcomings. The book makes some good general suggestions about diet and nutritional supplements, but I recommend that everyone discuss the implementation of these steps with their personal physician, as I did in the cases where I made changes, before implementing them. His advice is generally grounded in common sense, although I confess I am unsure about the functioning of some of the nutritional supplements he recommends (again, your doctor can help you here).One thing that caused me concern was his discussion of aspartame. Although I tend to believe that aspartame is not a health food (as I sit here typing and drinking my Diet Coke), I am concerned by a specific implication made on page 269 of the book. Broer makes the assertion that aspartame may have played a role in the crash of USAir Flight 427 in 1994 because the Cockpit Voice Recorder (CVR) revealed the Captain discussing that he was drinking a diet beverage sweetened with aspartame ten minutes prior to the crash. His implication is that because he drank the aspartame he lost control of the aircraft and it crashed. He then goes on to say that FAA investigators confirmed that nothing was wrong with the aircraft. There are multiple problems with this. In the first case the National Transportation Safety Board (NTSB), not the FAA, investigates aviation accidents; secondly, the First Officer was flying the aircraft at the time of the accident; third, at the time the book was written the NTSB had reached no conclusions on the probable cause of the accident, but has since concluded that, in fact, the aircraft, a Boeing 737, was at fault (the aircraft had a malfunction of the rudder); and fourth, there is absolutely no evidence of any sort that either crewmember was not fully conscious and attempting to prevent the crash until the very end. In fact, the CVR revealed great evidence of higher cognitive processing and psychomotor skills during the last seconds of flight from both crewmembers. As an airline pilot with several years experience in the 737, I find Broer's implications to be totally baseless. My concern is that in this one area of the subject matter that I know much better than Broer, the author plays rather loose with the evidence to make his point. This may be intentional or unintentional, I have no way of knowing, but it does make me wonder where else in the book data contradictory to his position has been intentionally or unintentionally overlooked to make a point.Like I said, the book is largely a good resource with a lot of good and practical dietary and lifestyle information. I would have given it four stars except for the nagging issues raised by the aspartame section. I recommend this book with reservations. I would verify any major dietary, lifestyle, or supplement changes with my doctor before blindly following all the advice in this book.",0
5710001,"It is a classic. Many see Lord of the Rings as the foundation of modern fantasy, but it started here.",1
5720001,"My mother, who is 82, gave me her already old copy of this book about 40 years ago. I read it many times then and many times to my daughters when then were small. We consider it one of the best of the middle childhood books for girls. It uses images of nature to develop a powerful sense of place and an almost ecological ethic that is way ahead of its time. It is a feminist tale in that there is a big range of female characters of all shapes and ages, good and bad, strong and weak, boss and bossed, smart and very smart, to love and to hate. The book is a collection of chapters that stand up on their own, each with its own message, and in that way mirrors everyday life with stories of success and failure repeated over and over. It is a comforting book because Marigold is not too good, too beautiful, or too smart to stay out of trouble, but ultimately digs her way out using her own resources. Neither too good nor too bad, she is pretty much a regular, real girl trying to figure out how to grow up without being separated from her emotions, her imagination, and her true self.",1
5730001,"I have never taken the time to review any of the books I've read before, but this book was wonderful. You won't be able to put this book down. I can't wait for more from Paddock.",1
5740001,"This is a fantastic book, and my favorite as a child. Its a great combination of humor and suspense followed by a happy ending. Grover spends the entire book trying to protect the reader from the monster lurking at the end of the book. He builds walls, etc and the reader just keeps on pushing... and of course, grover himself is the monster at the end. You won't be disappointed, this book is fun for adults and kids! (There's another version out there for ""older"" kids which is interactive, with wheels, things to pull and flip (all made of strong paper--nothing high-tech) which may make it even more fun for your child.)",1
5750001,"The book wasn't horrible, I didn't read it through to the end. It wasn't great either. I found myself getting bored while reading and only finished the book because I had started it. If you're not a big fan of the movies, don't waste your timr.",0
5760001,"I really enjoyed this book. It is great story about the internment experience. Most of the book was really interesting, But I wish they would have ended it better and maybe put in a little more explanation.Parts of it are confusing, but I would still recommend it.",1
5770001,I truly enjoyed this story; it was captivating and really held my attention from start to finish. Her descriptions make you feel like you are there;you start to live the experiences of the characters. Their story really becomes your story and then you realize that you are at home on your couch or at work at your desk!!! It was slightly vulgar at times but once you read the nature of the story (no spoilers here!!) you will understand why the language exists.Very good job to Bernice McFadden!,1
5780001,"I guess I expected a better book by a former President. ""My Life"" by Bill Clinton was a good read even though I do not agree with the man's politics, I liked him much more after reading his book. What Carter is presenting here is a more gussied up version of his 'Malaise' speech where it can be summarized as, ""If only you people would listen to my really, really, great ideas the world would be a better place.""Carter goes back to his roots and instead of offering solutions to the nation's issues he plays the blame game and attacks the current Administration and fundamentalist Christians as if there was a coup and Jerry Falwell and Pat Robertson are running the country. The reality that Carter ignores is that the Christian right is not much of a political force these days nor has it been since the pinnacle of their influence in the fall of 1994.Carter's principle problem is that he is a radical pacifistic Christian in a violent world. His next problem is one of perspective in that he faults fundamentalist Christians for trying to 'take over' America when the truth is that they lost America to the liberals and the libertines over the past forty years. It was during his Administration that Anita Bryant was lambasted for warning about the rising political power of the gay left and all of her warnings have come true: gay teachers, gays in the military, gays trying to take over institutions like the Boy Scouts, and gay marriage. Carter is right that a revolution is taking place but he has confused the defenders with the attackers. Carter defends the morals and values of an America that never was and attacks the people who defend what is left of that which was. Fundamentalist Christianity is the last gasp of a dying culture and it is disingenuous of Carter to inflate it into something it isn't just to scare people.I truly respect and admire him for his humanitarian works, but I found little in this book that would be enlightening to anyone who does not already hold the same opinions and values as Mr. Carter.",0
5790001,"I was surprised when the items was arrived much sooner than I thought. It was said it would take more than 2 weeks to arrive, but it wasnt..it was 10 days....yeiiiAnd the book is just like new, smell good and very tidy and clean.Viva Amazon...:)",0
5800001,I have spent over 2 hours filling out how I rate products that I bought through the last year or so and then you have to have 20 more words in order for me to submit my ratting. This is it.,1
5810001,This is a very good book. Thank goodness the British got rid of Chamberlain and finally got themselves organized and on a war footing. I now have a great deal of respect for the Norwegians who fought in WWII.,1
5820001,"His appearance in this book is my favorite disguise, although the next one is groan good. The kids go to their Aunt Josephine's house over Lake Lachrymose and is extremely agoraphobic and paranoid of anything bad happening. This one is the first book to truly put a sad set of events in place and make the entire setting feel gloomy. I feel bad at Aunt Jospehine's demise, not because she's nice, but because I hoped she would get better by being around the kids. My favorite moment has to be when the orphans are going to borrow a boat from the harbor and must get around Olaf's associate whose look is ambiguous and it makes the children pause when discussing him.",1
5830001,"This is an absolutely wonderful book! It is a timeless story about the tangled relationship between Elizabeth Bennett and Mr. Darcy. What I love so much about this book is how relevant these situations still are and how easy it is to relate to all of the characters. I have read other Jane Austin novels, and so far this is by far my favorite. Elizabeth is such a strong female character, and Mr. Darcy is a wonderfully complex and interesting male character. This is definitely one of my ""comfort books."" Whenever I have had an unpleasant day or need to relax, rereading Pride and Prejudice always makes me feel better. Truly, it is on of the best books I've ever read.",1
5840001,"LORD OF THE FLIES, by William Golding, is one of the best books to come along in literature since Chaucer and his CANTERBURY TALES. Mr. Golding writes beautifully and poetically of this tragic commentary on humans and our society, making the story of these young boys all the more poignant and thought-provoking.This book is not for the weak of mind, nor the faint of heart. Several high school peers of mine found it ""boring and stupid,"" simply because they felt there was not enough adventurous action and ""too many big words."" They did not understand that Golding wrote as many of the time did, with detailed description of the small things, so as to give the reader a better vision of events and enthrall them further with the story. Truly, this may be his greatest strength: his ability to completely captivate the reader by way of giving descriptions so thorough our mind cannot blur it.Many of my peers also would've liked ""more blood and guts."" It's a shame they did not realize that Golding did not write of gruesome things to revel in the macabre. He wrote of these to make stick in our hearts the tragedy that young boys, devoid of civilized society, had no ability to stop themselves from committing atrocities. For one to read this book looking to enjoy an unremarkable fairy tale, where things end as happily as they begin, I'm afraid one would be sorely disappointed.I, however, was not disappointed in the least. I expected great things from this story and I received them: an enthralling plot, sincere characters, vivid descriptions, beautifully tragic writing, a deeply affecting social commentary and an ending that keeps you on the edge of your seat.If anyone is bored with a simple movie, I'd suggest buying a copy of William Golding's LORD OF THE FLIES. This is one adventure that will never disappoint!",1
5850001,"Did the people who made the Frankenstein movie even read this book? All of the things that I associated with Frankenstein are creations of the movie alone. No Igor, no lightning striking the body, no grave-robbing (not directly referred to anyway), no mountain laboratory, no villagers attacking the castle to burn it to the ground. Just a young college student seized with a fever to see what he is capable of creating. What he creates is a monster so terrible to look upon, that he is disgusted and horrified and flees from it. The creature is not yet a monster and only wants to be loved and cared for by its creator. But as it is attacked and maligned purely on the basis of its horrific appearance, it becomes a monster and strikes out to destroy everything its creator loves. It's a real tragedy told almost entirely as a narrative without action. It was a tough read in spots, but well worth it. I'm a big classic horror movie fan, but after reading this and Dracula, I'm a bit appalled at how far they strayed from the original.",1
5860001,"One of the best books I have ever read. Bradbury's prose is direct but beautiful, full of sylistic twists that enhance the reading experience greatly. The story moves quickly, and the brisk pacing is expertly handled, never leaving the reader minutely bored. At under 200 pages, the length is perfect for the story, yet delivers its haunting message about censorship, superficiality, and the dumbing down of America with force without ever becoming preachy. Truly a magnificent accomplishment and should be required reading for everyone!",1
5870001,"I have never read Rand before now, and finally decided to read ""Atlas Shrugged."" I was vaguely familiar with the Objectivitst philosophy or ""life strategy,"" I suppose you could call it, but only through the explanation of an English professor who has been dead now for many years. I remember her saying though, something along these lines - ""Ayn Rand tries to make not thinking about anything a virtue."" I think I have an idea of what Dr. Lawhon now meant.First, I thought this book was fun and beautifully written. But about halfway in, I found myself getting progessively more and more bored. The long monologues seemed to blend together and her protagonists all seem to be little more than cardboard cut-outs of one another. For such free-thinking individuals possessed of such grand intellectual and artistic gifts, they were shockingly plastic, like Barbie dolls three months after they have been opened from beneath the tree and then cast aside when the ""new"" has worn off. And I found Rand's seeming equation of pleasant physical appearance to her version of ""virtuous selfishness"" shallow, hopelessly cliched, and off-putting. In a way, I felt like I was reading ""Brave New World"" again (although the books are quite demonstrably different). Further, Rand's philosophy seems to be to be ultimately self-negating. If all of these liberated folks are so horribly similar, how on earth can they ever truly be unfettered in their thinking? This is not self-actualization or liberation, but cant. It DID remind me of a discussion scene from Huxley's book about whether or not a group composed of only ""Alphas"" could ever form a coherent and independent society. The answer was no. And I did catch myself thinking - ""If these people manage to achieve their objectives, they are going to be terribly bored without anything to whine and complain about."" I don't think that Rand was setting up a paradox, but in a sense, that's exactly what she ended up doing.So, in short, ""Atlas Shrugged"" is worth a read just to pass the time. It is nicely paced, nicely written, and well-plotted, hampered by dreadful character development. But I really think the book belongs in the same catalogue as ""dystopian"" fiction, not philosophy and certainly not as anything to take all that seriously. And the level of implicit narcissism is, frankly, a little juvenile. I think I understand why this book is so popular with some teens and college students. You can indulge selfish fantasies and dream about everything from power to wealth to ""the world does not deserve such as enlightened creature as I"" within your own imagined sphere of ""specialness."" And there is nothing wrong with a little ""enlightened self interest"" from time to time, but all the time? Dull to the point of being bloodless and all too predictable. And indeed, I think that one word sums up my view of ""Atlas Shrugged."" Predictable.So, I would recommend it with severe reservations. I am not an Objectivist and not familiar with the Rand canon or the attitudes of her devotees, so please be aware that my comments are those of first impression. Great writing in an unimpressive shell.",0
5880001,I got this book for my mother from and she read it once and immediately dove back into it and read it again.,1
5890001,"I never thought I'd be reading Christian fiction, but here I am and I am just SO looking forward to #9! I agree with others the writing is a bit amateurish, but so what?? The whole series is exciting and thought-provoking. Hurry up with that next book!",1
5900001,"This book is amazing! It explains everything you ever wanted to know about how a solution really behaves. It leaves you with the feeling that chemistry is not at all that hard - as it sometimes seems to be - but only that you didn't actually know the subject. With this book you will understand things you never thought had an explanation, just to begin with. Do you know how pH calculations can be cumbersome sometimes? Well, forget it! The author will give you a general method of dealing with solutions that will work for any case, for any solution, no matter the concentration. A must have for anyone who loves chemistry.This is an old edition and even though there's a newer one around, this one still does the job wonderfully.",1
5910001,"John E. Beahn wrote this for Americans wanting to understand this Saint or mysticism better. Here the pageantry of Medieval Europe in the era of Saracen invasions, of clashes between monarch and Church, heresy, knighthood, and serfdom forms a romantic background for the life of a proud young Portuguese nobleman who renounced his rightful heritage of wealth and power to become a humble Franciscan friar. Great book I recommend it.",1
5920001,A much loved book I read as a young teenager. That was over 25 years ago &amp; I still remember it fondly. A touching story.,1
5930001,"This is one of the best books I've read. I strongly recommend this, especially if you are facing serious struggles in your life.",1
5940001,"Farrell theorized that the Great Pyramid was a terrible weapon of mass destruction, used by by a technological advanced ancient civilization in the mist of pre-history and sets today on the Giza Plateau disarmed but ready!Farrell's technical civilization is the 'doner' civilization that provided the foundation of the Egyptian civilization that existed in the Nile Valley some 5,000 years ago.What kind of civilization would have designed and built such an awsome weapon of mass destruction as envisioned by Farrell, and apparently used it with no hesitation against their fellow man? A civilization not unlike those that arose from the foundations and ashes of older extinct civilizations. A civilization subject to all the faults and foibles of human beings, hatred, love jealously and greed. No different than those in existance today and poised to destroy the world.Farrell speculates, the ""Great Pyramid was a phase congugate mirror(magic mirror of legends),and howitzer, utilizing Bohm's 'pilot wave' as a carrier to acelerate electromagnetic and acoustal waves to a target via harmonic interfermetry."" Ferrell believes that the chambers and passageways of the Great Pyramid were used as a series of loops to generate and amplyfy these gravito-acoustical waves and direct them to their target.Farrell finds traces of this ancient science he calls ""Paleophysics"" in the ancient and obsecure texts of Egypt.If Ferrell's asumptions are correct, this ancient weapons system was the most powerful weapon ever to exist on Earth. Even today, with our advanced technology, the technology involved in the building of this weapon system can only exist in dreams. This is the grist for the mills of science fiction that dream of the theories of Nikola Tessla, The Montouk Project, the Philadelphia Experiment, and Area 51. These are the technologies our government is allways accused of developing in secret labortories and witholding from the public.After reading the ""Giza Death Star"", readers will never be able to look at the Giza Plateau and its mysterious prymids and buildings in the same old way!After reading the ""Giza Death Star"", find a copy of Hamlet's Mill and read it with a critical eye.Sleep well tonight, keeping in mind that a government scientist in a weapons laboratory at an isolated location may be reading these same works!",1
5950001,"A desperate, penniless student named Raskolnikov kills an old woman in her apartment for her money. Before he commits the crime, he justifies his evil plan by reasoning that she is merely a dispicable, greedy, old pawnbroker and he sees no immorality in the deed, he believes the world will be better off without her. Raskolnikov gets away with it, but he then becomes consumed with feelings of guilt which won't leave him alone. This plunges him into a hell of self-persecution, madness and terror. He goes out of his way to allow himself to be interrogated by police. Eventually, he feels a compulsive need to confess his crime, as if to ease his conscience. This classic tale will show you the depths of the criminal mind, exposing the soul of a man who is not a villain but a man possessed of both good and evil just like the rest of us, but who through poverty-stricken desperation and a selfish nihilistic personal philosophy decides to act out on his darkest impulse. Ultimately he must face the consequences of his actions. A striking and memorable morality tale.David Rehakauthor of &quot;A Young Girl's Crimes&quot;",1
5960001,"I checked out Jellybeans for Breakfast every week as a child. Then we moved and I didn't see it again for over twenty years. I think my first search on Ebay and Google both were for Jellybeans for Breakfast. Finally, I got my hands on a copy! It was amazing to see the pictures again - little details leaped off the page, I remembered them so well. There is a Facebook group devoted to Jellybeans for Breakfast - check it out!",1
5970001,"I purchased and read this book because of my intense interest in the life of Ernest Hemingway. Memoirs by his family members or friends often disappoint, but I was impressed with this one. Valarie Hemingway writes well and sheds new light on Hemingway's last years, leading up to his suicide. Her tumultuous marriage to Ernest's troubled son Gregory is fully and truthfully explored here for the first time, and that alone is worth the price of admission. Running With The Bulls is an interesting and worthwhile look at the Hemingway family from a fresh perspective.",1
5980001,"They need to get a new version done with a better illustrator. The ""wacky"" bits are highly repetitive, and many are difficult to put into words. For example, there are many instances of some type of creature or critter holding up a table or refrigerator leg. There are also numerous examples of sections of trees or poles missing. And finally there are too many creepy examples of body parts missing from poorly drawn people. It could be a great book with a better, and more creative, illustrator.",0
5990001,"Read this as a young college student. It was recommended to my wife, and is as true now as when Ayn Rand penned it. Want to know what is wrong with the American Dream, today??? Read this!!!At one time, our parents thought they would do ""better"" than their parents and in a ""better world"". I was raised to ACHIEVE the same goals.Today's youth, according to observations, expect to ""RECEIVE MORE AND DO LESS"".Should Atlas Shrug today, they will ""achieve"" their expectations.....................",1
6000001,"Though only a sexagenarian, London actress Elfrida Phipps retires to the serenity of the countryside. She becomes a close friend with the Blundell family until an accident leaves two members dead. The lone survivor Oscar is distraught from his loss. Needing to escape the memories he sees in every corner of the village, Oscar persuades Elfrida to accompany him to his estate in Creagan, Scotland.However, the peace that Elfrida and Oscar seek from the joy of Christmas ends when her cousin Carrie Sutton accompanied by her teenage niece Lucy arrives. Carrie and Lucy are trying to escape, the former from a bitter love affair with a married man and the latter from her mother deserting her during the Yuletide season. Sam Howard, a lost soul, arrives on business, but December weather forces him to join the mix of depressed individuals. Worse yet the shortest day of the year, WINTER SOLSTICE, has arrived to darken the spirits or perhaps serve as a reminder that Christmas is coming very soon.WINTER SOLSTICE is a heart warming holiday drama that brings forth the virtues of the Scottish Highlands. The five characters are fully developed allowing readers to see inside their lonely souls to their deepest concerns, hurts, and worries. Those negative vibes are wrapped inside a stirring message that in darkest night one must seek an internal light (sorry Green Lantern). Though unnecessary extra plot mechanisms, such as the ease of making cash to abate the difficulty of starting fresh, hurts the strong story line, Rosemary Pilcher provides an uplifting tale that will cheer most Scroogettes.Harriet Klausner",1
6010001,"As an old reader, occasionally I wish to reread one of the favorites from years ago. The ancient beloved illustrated classics enjoyed as a child seem to have &quot;stuck with me,&quot; to the to the extent that even now I think of &quot;firebrand Nan&quot; from Little Men, and &quot;grasp the nettle,&quot; as she did. One reviewer mentioned Jo's &quot;maturation;&quot; part of such growth may be the ability to somehow nurture such &quot;firebrands,&quot; without changing their personal character. Jo herself seemed to prefer the un-dependent, untrammelled free spirits among the 'children.'",1
6020001,"James hadn't quite reached his top form here. The plot is somewhat melodramatic and improbable and some of the characters (particularly the evil Europeans)are excessively stereotyped. This is,nonetheless, a great novel. The descriptions of France are incredibly vivid, and the writing is so fluent that it is a true pleasure to read, unlike some of the author's later, more mannered productions. In fact, this is probably a good place to start reading James before moving on to his richer, but sometimes more tedious, later works.",1
6030001,"I spent 8 months writing my own handbook to include in my puppy packets, and then comes Jill Swedlow's beautiful book answering even MORE questions than I did! This easy reader touches every aspect of the dane including one of the most important topics: How to find a REPUTABLE breeder with quality dogs, complete with interview tips for the novice. Both author and contributor clearly have an in-depth knowledge and lifelong commitment to the breed. Excellent work Jill!...and also to Lyn Richards for her section on obedience...an underlooked sport in Danes.",1
6040001,"Katherine Whitfield never knew her father and lost her mother when she was only twelve. She longs for family ties, for roots, and most importantly for love. When she finds her mother's old trunk and discovers a letter that hints at the location of her father she drops everything and heads straight for Kentucky.Katherine is searching for a map when she nearly collides with a trailer and meets a very unfriendly Zach Taylor. Zach is furious at Katherine's reckless driving and gives her an earful. The trailer she nearly hit contains his horse, Midnight Rogue, who he believes will win the Kentucky Derby. Despite his anger he stays with her until a tow-truck arrives.Their attraction is immediate but a relationship seems to be an impossibility because Zach refuses to risk his heart after he was left at the altar by a woman he loved. He has no room in his life for a woman, he stubbornly insists. He only wants to win the Derby, own his own stud farm and live a quiet simple life without all of the complications that love is sure to bring along. Lucky for us he falls hard and fast for Katherine.I tend to favor relationship driven novels about people who genuinely care for one another as opposed to those books where the couple spend the book calling each other nasty names and then immediately hop in the sack. That's why I enjoyed &quot;Almost Home&quot; so much. The relationship between Zach and Katherine begins with a lusty attraction that gradually deepens into a friendship and eventually develops into love. It's clear to see that these two down-to-earth people genuinely &quot;like&quot; each other and aren't mistaking infatuation with love. The end result is an intensely satisfying love story.If you're in the mood for a slower-paced, feel good romance that isn't plagued by the unnecessary subplots that are far too common in contemporary romances give this one a try.",1
6050001,"Such a book with themes such as reputation and class horribly expressed. The main conflict was worthless to begin with. Perhaps its just my tastes, seeing that every other reviewer gave this book 5 stars, I might as well, for the book's sake, give this book 2 stars.One word for you: Redundant!",0
6060001,"With &quot;God Bless You, Mr. Rosewater&quot; (heretofore known as GBYMR), Vonnegut breaks the traditionally gloomy 20th century mold by presenting a hero who truly is good, and truly is altruistic. Eliot Rosewater has no ulterior motives; he just wants to make people happy. GBYMR proves Vonnegut has range, as he can swing from the gloom of &quot;Slaughterhouse V&quot; to the bright outlook presented by GBYMR: That people really do have the capacity for good.",1
6070001,"This book has helped to change the way I analyze language. It is a very interesting read due to the varied examples and well-reasoned analyses. The author's tone gets annoying at times, but it is tolerable. I am perplexed by the book's constant errors of grammar. There is one glaring mistake on nearly every page. It greatly reduces the readability of this title. I would still recommend the book to anyone who wants to more accurately tell fact from fiction and truth from lies, but you'll be very frustrated with all the mistakes along the way.",0
6080001,"Since I don't possess an MC, this looked like a terrible waste of time, but even in the most trivial of doings, there's an entire philosophy behind. The book deals with crucial elements of the development of Western philosophy. If Western mentality today lacks desirable elements, it's extremely difficult to tell when or where or who chose a less favorable path. Mr. Pirsig suggests that the error can be traced back to the Greeks. This conclusion itself seems to relie on a misconception, because it's unlikely that there's anything like an ideel philosophy. Anyway, the book dares to adress such complex questions and gets away with it. That's an effort in itself worth 4 stars, I think. The story consists of a past and a present situation. Personally, I find the past far more interesting than the present. I admit that the story would suffer much if the present was erased, still, focus could have been even more on the past situation.",1
6090001,"Although originally written several decades ago, Carnegie's masterpiece about humanrelationships is still timeless classic with principles that still apply today. Carnegie crafts a classic on how to create strong and lasting relationships with others through listening, understanding, and emphasizing. He argues convincingly that the way to win friends and influence people is to make others feel important. Simple, but extremely powerful concepts!The Re-Discovery of Common Sense: A Guide to: The Lost Art of Critical Thinking",1
6100001,"I read Lord Of The Rings The Return Of The King. Written by J.R.R Tolkien it is the last in the series. I loved the book it has action that makes you keep on reading non-stop. It probably has more action than the other books.The book started in Minus Tirith. The war for the ring had started. Minus Tirith called for the aid of Rohan in battle. The battle of Middle-Earth was fought at Minus Tirith. Frodo and Sam are in Mordor for most of the book. They are clad in orc-fashion most of the way to Mount Doom. The weight of the Ring grows in Mordor. They destroy the Ring. Frodo, Sam, Merry, and Pippin head back to the Shire and find that it was ruled by a terrible person. Ruffians were sent to make sure the hobbits were paying up. At one point, a ruffian made Pippin made so he Merry and Sam drew swords and slew him.I felt that I had to read this book because I saw all three of the movies and read the first two books. You must read the other two books first!!",1
6110001,"I think that this book is very good book because it shows you to follow your heart.I think that because Slam has a choice to play basketball or make up his grades and he does both. Also when Slam wants help from Mtisha he tries really hard, but she just gaets mad at him. Then Slam tries to make up his work alone but he just doesn't get it but he doesn't give up.I liked Slam because he's cool in the book. Also because he doesn't show off like Ice. Then he helps people and doesn't think just about himself.I would change Slam fighting a lot because it makes him look like a show off.",1
6120001,"As an inveterate traveler, I usually find that books about places I have visited leave me sorry I read them - travel guides are often so filled with tourist hype or stereotypical portrayals or out-dated analysis. But, this is not a travel guide: it is a thoughful and well-researched critique of Venice as both a tourist city and a (struggling to remain) actual city.Over the years I have related to Venice in three ways: a member of the day-trip brigade (with two children in tow); a more serious tourist making a five day stay of it; a long-term (six month) resident in one of its working class neighborhoods. From all of those perspectives, this book speaks to my experiences.But, more than a souvenir of my times there (see the excellent discussion of the role of souvenirs in a tourist city), this work has opened my mind to other ways to see my beloved city. I now see the city and its people with new eyes, for the authors' critical eyes and ideas challenged me to experience Venice once again anew.If, as I would claim, I love Venezia, then I would also want to engage my heart and soul in the challenge they pose for the future of the city: not the worries about ""sinking into the sea"" but the worries about becoming ""lost in the tourists.""And did you know that tourists have been coming here for over 500 years (yes, fellow Americans, that is before any tourists invaded North America), and that tacky souvenirs have been available for at least 300 years? Lots more to know as well as ponder in this work.",1
6130001,"I enjoyed reading about the main characters experience of crossing the line from youthfulness into true adulthood. Conrad's eloquent, descriptive, and almost surreal writing style allows the reader to almost experience the stagnation, heat, and frustration that envelop the characters in this book. Perhaps not Conrad's best book, but certainly a good read, and it is quite short and to the point. Especially if you have an affinity for sailing and the power and majesty of the sailing vessels of old. I have always felt that there is a certain amount of effort required to enjoy Conrad's books, but I also feel that this, in a sense, is directly proportional to effort in life. The more you put in, the more you get out.",1
6140001,"Now that we have read all the books on the basics of web services and have a good understanding of how they are supposed to work it is time to get down to actually trying to create some decent designs for our web services applications. That is where this book fits in. The book shows how to apply design patterns to a web service architecture in order to solve common design problems. If you are designing a web service architecture you will want to read this book before drawing another UML diagram.The book starts out by looking at the design patterns used in web services itself. These are the patterns utilized by software such as Apache Axis. This part of the book was interesting but not overly useful. The next part, making up most of the book, covers design patterns that you are likely to need in developing web applications. This part of the book is excellent. Each pattern is discussed in detail and then demonstrated in a case study that is developed throughout the book. Some of the patterns covered are event monitor, observer (with a good comparison of the advantages and disadvantages of the two), business process, asynchronous business process, physical tiers, faux implementation, and service factory. The book covers twenty different patterns so if these don't sound applicable to your application there is bound to be another that will be applicable.The book contains only snippets of code from the case study so you will need to download the code in order to get the full value of the case study. The book does include the parts of code that apply to the pattern under discussion. The reader of this book should be comfortable with web services and design patterns in general and be ready for an in-depth discussion of web services architecture.",1
